

TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-23 13:19:41,1771852781979,masterclass.skillect.in/api/admin,POST,,500,sjq22-1771852781592-e19623c5bdd7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",warning,production,main,MISS,function,/api/admin,masterclass.skillect.in,masterclass.skillect.in,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,[Upstash Redis] Redis client was initialized without url or token. Failed to execute command.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:19:46,1771852786271,masterclass.skillect.in/api/admin,POST,,500,sjq22-1771852781592-e19623c5bdd7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/admin,masterclass.skillect.in,masterclass.skillect.in,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,"Failed to update webinar date: TypeError: Failed to parse URL from /pipeline
    at ignore-listed frames {
  [cause]: TypeError: Invalid URL
      at ignore-listed frames {
    code: 'ERR_INVALID_URL',
    input: '/pipeline'
  }
}",prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:19:41,1771852781592,masterclass.skillect.in/api/admin,POST,,500,sjq22-1771852781592-e19623c5bdd7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/admin,masterclass.skillect.in,masterclass.skillect.in,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,4310,iad1,244,2048,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,01KJ5AFPBX4HTRXR72ED5HR0QD,rZqTWhWwJzqW,1
2026-02-23 13:19:21,1771852761334,masterclass.skillect.in/admin,GET,,200,ng9vl-1771852761334-4b240414013c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/admin,masterclass.skillect.in,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,457,bom1,,,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:19:25,1771852765705,masterclass.skillect.in/api/webinar-date,GET,,200,pd56x-1771852761298-7f3861469c68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,"Failed to fetch webinar date from Redis: TypeError: Failed to parse URL from /pipeline
    at ignore-listed frames {
  [cause]: TypeError: Invalid URL
      at ignore-listed frames {
    code: 'ERR_INVALID_URL',
    input: '/pipeline'
  }
}",prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:19:21,1771852761411,masterclass.skillect.in/api/webinar-date,GET,,200,pd56x-1771852761298-7f3861469c68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",warning,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,[Upstash Redis] Redis client was initialized without url or token. Failed to execute command.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:19:21,1771852761298,masterclass.skillect.in/api/webinar-date,GET,,200,pd56x-1771852761298-7f3861469c68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,4302,iad1,244,2048,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,01KJ5AF29N8FAHDMVQ1TGVMQYK,rZqTWhWwJzqW,1
2026-02-23 13:19:16,1771852756785,masterclass.skillect.in/api/webinar-date,GET,,200,hvxrx-1771852756649-08c059bc4e8f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",warning,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,[Upstash Redis] Redis client was initialized without url or token. Failed to execute command.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:19:21,1771852761075,masterclass.skillect.in/api/webinar-date,GET,,200,hvxrx-1771852756649-08c059bc4e8f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,"Failed to fetch webinar date from Redis: TypeError: Failed to parse URL from /pipeline
    at ignore-listed frames {
  [cause]: TypeError: Invalid URL
      at ignore-listed frames {
    code: 'ERR_INVALID_URL',
    input: '/pipeline'
  }
}",prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:19:16,1771852756649,masterclass.skillect.in/api/webinar-date,GET,,200,hvxrx-1771852756649-08c059bc4e8f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,4303,iad1,243,2048,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,01KJ5AEXRYY6Y0CH1XMQKZPJGM,rZqTWhWwJzqW,1
2026-02-23 13:19:12,1771852752128,masterclass.skillect.in/api/webinar-date,GET,,200,j57ml-1771852751426-f0bd215c4d05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",warning,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,[Upstash Redis] The 'url' property is missing or undefined in your Redis config.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:19:12,1771852752131,masterclass.skillect.in/api/webinar-date,GET,,200,j57ml-1771852751426-f0bd215c4d05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",warning,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,[Upstash Redis] The 'token' property is missing or undefined in your Redis config.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:19:12,1771852752142,masterclass.skillect.in/api/webinar-date,GET,,200,j57ml-1771852751426-f0bd215c4d05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",warning,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,[Upstash Redis] Redis client was initialized without url or token. Failed to execute command.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:19:16,1771852756441,masterclass.skillect.in/api/webinar-date,GET,,200,j57ml-1771852751426-f0bd215c4d05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,"Failed to fetch webinar date from Redis: TypeError: Failed to parse URL from /pipeline
    at ignore-listed frames {
  [cause]: TypeError: Invalid URL
      at ignore-listed frames {
    code: 'ERR_INVALID_URL',
    input: '/pipeline'
  }
}",prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:19:11,1771852751426,masterclass.skillect.in/api/webinar-date,GET,,200,j57ml-1771852751426-f0bd215c4d05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,4386,iad1,248,2048,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,01KJ5AES5K7FVV2W8Q2Q6DFZW6,rZqTWhWwJzqW,1
2026-02-23 13:19:10,1771852750158,masterclass.skillect.in/,GET,,200,zz6lw-1771852750158-11159aa1d606,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/,masterclass.skillect.in,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,805,bom1,,,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:57,1771852737169,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/images/logo/icon-light.png,GET,,401,dxv57-1771852737169-112ab9d60a1e,vercel-favicon/1.0,,production,main,,static,/images/logo/icon-light.png,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,5,sfo1,,,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:57,1771852737155,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/images/logo/icon-light.png,GET,,401,5lb29-1771852737155-2ab7b6f4b4ab,vercel-favicon/1.0,,production,main,,static,/images/logo/icon-light.png,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,1,sfo1,,,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:56,1771852736277,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/,GET,,200,2w5dx-1771852736277-9dd0f2f2ce14,vercel-favicon/1.0,,production,main,HIT,static,/,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,7,sfo1,,,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:54,1771852734276,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,,pv4nd-1771852734218-2cff2b90e2cf,vercel-screenshot/1.0,warning,production,main,,function,,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,[Upstash Redis] Redis client was initialized without url or token. Failed to execute command.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:58,1771852738570,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,,pv4nd-1771852734218-2cff2b90e2cf,vercel-screenshot/1.0,error,production,main,,function,,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,"Failed to fetch webinar date from Redis: TypeError: Failed to parse URL from /pipeline
    at ignore-listed frames {
  [cause]: TypeError: Invalid URL
      at ignore-listed frames {
    code: 'ERR_INVALID_URL',
    input: '/pipeline'
  }
}",prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:54,1771852734218,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,,pv4nd-1771852734218-2cff2b90e2cf,vercel-screenshot/1.0,,production,main,,function,/api/webinar-date,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,4302,iad1,265,2048,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,01KJ5AE6E3YBH801W0W64WQGVF,um4OSsOnsxae,2
2026-02-23 13:18:54,1771852734276,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,200,jctlw-1771852734218-60cf38397a51,vercel-screenshot/1.0,warning,production,main,MISS,function,/api/webinar-date,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,[Upstash Redis] Redis client was initialized without url or token. Failed to execute command.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:58,1771852738567,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,200,jctlw-1771852734218-60cf38397a51,vercel-screenshot/1.0,error,production,main,MISS,function,/api/webinar-date,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,"Failed to fetch webinar date from Redis: TypeError: Failed to parse URL from /pipeline
    at ignore-listed frames {
  [cause]: TypeError: Invalid URL
      at ignore-listed frames {
    code: 'ERR_INVALID_URL',
    input: '/pipeline'
  }
}",prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:54,1771852734218,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,200,jctlw-1771852734218-60cf38397a51,vercel-screenshot/1.0,,production,main,MISS,function,/api/webinar-date,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,4299,iad1,241,2048,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,01KJ5AE6JJNCG8C0PY1WSV182Y,23lqKmc0kvfe,2
2026-02-23 13:18:53,1771852733782,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,200,zlj7p-1771852732966-b818cee7a8d5,vercel-screenshot/1.0,warning,production,main,MISS,function,/api/webinar-date,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,[Upstash Redis] The 'url' property is missing or undefined in your Redis config.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:53,1771852733782,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,200,zlj7p-1771852732966-b818cee7a8d5,vercel-screenshot/1.0,warning,production,main,MISS,function,/api/webinar-date,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,[Upstash Redis] The 'token' property is missing or undefined in your Redis config.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:53,1771852733813,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,200,zlj7p-1771852732966-b818cee7a8d5,vercel-screenshot/1.0,warning,production,main,MISS,function,/api/webinar-date,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,[Upstash Redis] Redis client was initialized without url or token. Failed to execute command.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:58,1771852738113,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,200,zlj7p-1771852732966-b818cee7a8d5,vercel-screenshot/1.0,error,production,main,MISS,function,/api/webinar-date,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,"Failed to fetch webinar date from Redis: TypeError: Failed to parse URL from /pipeline
    at ignore-listed frames {
  [cause]: TypeError: Invalid URL
      at ignore-listed frames {
    code: 'ERR_INVALID_URL',
    input: '/pipeline'
  }
}",prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:52,1771852732966,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,200,zlj7p-1771852732966-b818cee7a8d5,vercel-screenshot/1.0,,production,main,MISS,function,/api/webinar-date,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,4464,iad1,241,2048,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,01KJ5AE6JJNCG8C0PY1WSV182Y,23lqKmc0kvfe,2
2026-02-23 13:18:52,1771852732995,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,,p6hxj-1771852732699-be2913ec25df,vercel-screenshot/1.0,warning,production,main,,function,,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,[Upstash Redis] The 'url' property is missing or undefined in your Redis config.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:52,1771852732995,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,,p6hxj-1771852732699-be2913ec25df,vercel-screenshot/1.0,warning,production,main,,function,,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,[Upstash Redis] The 'token' property is missing or undefined in your Redis config.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:53,1771852733027,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,,p6hxj-1771852732699-be2913ec25df,vercel-screenshot/1.0,warning,production,main,,function,,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,[Upstash Redis] Redis client was initialized without url or token. Failed to execute command.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:57,1771852737328,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,,p6hxj-1771852732699-be2913ec25df,vercel-screenshot/1.0,error,production,main,,function,,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,,,,,"Failed to fetch webinar date from Redis: TypeError: Failed to parse URL from /pipeline
    at ignore-listed frames {
  [cause]: TypeError: Invalid URL
      at ignore-listed frames {
    code: 'ERR_INVALID_URL',
    input: '/pipeline'
  }
}",prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:52,1771852732699,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/api/webinar-date,GET,,,p6hxj-1771852732699-be2913ec25df,vercel-screenshot/1.0,,production,main,,function,/api/webinar-date,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,4531,iad1,265,2048,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,01KJ5AE6E3YBH801W0W64WQGVF,um4OSsOnsxae,2
2026-02-23 13:18:51,1771852731848,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/,GET,,200,74jhc-1771852731848-ca5823898a10,vercel-screenshot/1.0,,production,main,HIT,static,/,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,124,sfo1,,,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:51,1771852731814,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/,GET,,200,7dlng-1771852731814-5bdb99dbe49c,vercel-screenshot/1.0,,production,main,HIT,static,/,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,119,sfo1,,,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:18:51,1771852731342,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app/,GET,,200,kx2c9-1771852731342-ad6931dc8d7e,vercel-screenshot/1.0,,production,main,PRERENDER,static,/,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,skillect-masterclass-49smctynn-sadique-for-skillects-projects.vercel.app,dpl_GVWSRVs1iGLSjh7HCD2M17oHCKac,397,sfo1,,,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:17:21,1771852641315,masterclass.skillect.in/api/webinar-date,GET,,200,pq5dz-1771852641196-9d4a4cdea94b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",warning,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_7J1CNfnYVBJUB5VeukW1eVbWLuFm,,,,,[Upstash Redis] Redis client was initialized without url or token. Failed to execute command.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:17:25,1771852645606,masterclass.skillect.in/api/webinar-date,GET,,200,pq5dz-1771852641196-9d4a4cdea94b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_7J1CNfnYVBJUB5VeukW1eVbWLuFm,,,,,"Failed to fetch webinar date from Redis: TypeError: Failed to parse URL from /pipeline
    at ignore-listed frames {
  [cause]: TypeError: Invalid URL
      at ignore-listed frames {
    code: 'ERR_INVALID_URL',
    input: '/pipeline'
  }
}",prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:17:21,1771852641196,masterclass.skillect.in/api/webinar-date,GET,,200,pq5dz-1771852641196-9d4a4cdea94b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_7J1CNfnYVBJUB5VeukW1eVbWLuFm,4301,iad1,249,2048,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,01KJ5ABD0JJSH2DH71TDPCYN95,85N55wDQCdfz,1
2026-02-23 13:17:16,1771852636717,masterclass.skillect.in/api/webinar-date,GET,,200,8cz8c-1771852636599-8a9f02df6dbd,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",warning,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_7J1CNfnYVBJUB5VeukW1eVbWLuFm,,,,,[Upstash Redis] Redis client was initialized without url or token. Failed to execute command.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:17:21,1771852641010,masterclass.skillect.in/api/webinar-date,GET,,200,8cz8c-1771852636599-8a9f02df6dbd,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_7J1CNfnYVBJUB5VeukW1eVbWLuFm,,,,,"Failed to fetch webinar date from Redis: TypeError: Failed to parse URL from /pipeline
    at ignore-listed frames {
  [cause]: TypeError: Invalid URL
      at ignore-listed frames {
    code: 'ERR_INVALID_URL',
    input: '/pipeline'
  }
}",prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
2026-02-23 13:17:16,1771852636599,masterclass.skillect.in/api/webinar-date,GET,,200,8cz8c-1771852636599-8a9f02df6dbd,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_7J1CNfnYVBJUB5VeukW1eVbWLuFm,4306,iad1,249,2048,,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,01KJ5AB8GXJCST61HVFZKDK6XG,85N55wDQCdfz,1
2026-02-23 13:17:12,1771852632111,masterclass.skillect.in/api/webinar-date,GET,,200,ng9vl-1771852631997-91854edfb863,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",warning,production,main,MISS,function,/api/webinar-date,masterclass.skillect.in,masterclass.skillect.in,dpl_7J1CNfnYVBJUB5VeukW1eVbWLuFm,,,,,[Upstash Redis] Redis client was initialized without url or token. Failed to execute command.,prj_p8xryW8u5s8kHhE4v7cNEvDvqfDw,,,,,
